"date","wave","wave.day","type","cases.stat"
2020-05-31,"Primera",91,"Cambio en spline",0.0151658588305266
2020-05-31,"Primera",91,"Índice (día 1 = 100)",24415.3846153846
2020-06-01,"Primera",92,"Casos",6901
2020-06-01,"Primera",92,"Media móvil de 7 días",4565.14285714286
2020-06-01,"Primera",92,"Spline (df=33)",4629.40379586899
2020-06-01,"Primera",92,"Cambio en spline",0.014619632377196
2020-06-01,"Primera",92,"Índice (día 1 = 100)",24581.5384615385
2020-06-02,"Primera",93,"Casos",4322
2020-06-02,"Primera",93,"Media móvil de 7 días",4743.85714285714
2020-06-02,"Primera",93,"Spline (df=33)",4694.61800871569
2020-06-02,"Primera",93,"Cambio en spline",0.0140869571379567
2020-06-02,"Primera",93,"Índice (día 1 = 100)",25543.8461538462
2020-06-03,"Primera",94,"Casos",4281
2020-06-03,"Primera",94,"Media móvil de 7 días",4891.42857142857
2020-06-03,"Primera",94,"Spline (df=33)",4758.30919751618
2020-06-03,"Primera",94,"Cambio en spline",0.013566852229988
2020-06-03,"Primera",94,"Índice (día 1 = 100)",26338.4615384615
2020-06-04,"Primera",95,"Casos",4401
2020-06-04,"Primera",95,"Media móvil de 7 días",4967.85714285714
2020-06-04,"Primera",95,"Spline (df=33)",4820.44510472297
2020-06-04,"Primera",95,"Cambio en spline",0.0130584005005869
2020-06-04,"Primera",95,"Índice (día 1 = 100)",26750
2020-06-05,"Primera",96,"Casos",5464
2020-06-05,"Primera",96,"Media móvil de 7 días",4809.57142857143
2020-06-05,"Primera",96,"Spline (df=33)",4880.99347278859
2020-06-05,"Primera",96,"Cambio en spline",0.0125607421618179
2020-06-05,"Primera",96,"Índice (día 1 = 100)",25897.6923076923
2020-06-06,"Primera",97,"Casos",5093
2020-06-06,"Primera",97,"Media móvil de 7 días",4861.85714285714
2020-06-06,"Primera",97,"Spline (df=33)",4939.92204416557
2020-06-06,"Primera",97,"Cambio en spline",0.0120730690801984
2020-06-06,"Primera",97,"Índice (día 1 = 100)",26179.2307692308
2020-06-07,"Primera",98,"Casos",4313
2020-06-07,"Primera",98,"Media móvil de 7 días",5153.28571428571
2020-06-07,"Primera",98,"Spline (df=33)",4997.25664266908
2020-06-07,"Primera",98,"Cambio en spline",0.011606377183874
2020-06-07,"Primera",98,"Índice (día 1 = 100)",27748.4615384615
2020-06-08,"Primera",99,"Casos",5793
2020-06-08,"Primera",99,"Media móvil de 7 días",5180.71428571429
2020-06-08,"Primera",99,"Spline (df=33)",5053.25541756502
2020-06-08,"Primera",99,"Cambio en spline",0.0112059033386026
2020-06-08,"Primera",99,"Índice (día 1 = 100)",27896.1538461538
2020-06-09,"Primera",100,"Casos",4688
2020-06-09,"Primera",100,"Media móvil de 7 días",5169
2020-06-09,"Primera",100,"Spline (df=33)",5108.23459948193
2020-06-09,"Primera",100,"Cambio en spline",0.0108799530943553
2020-06-09,"Primera",100,"Índice (día 1 = 100)",27833.0769230769
2020-06-10,"Primera",101,"Casos",6321
2020-06-10,"Primera",101,"Media móvil de 7 días",5120.57142857143
2020-06-10,"Primera",101,"Spline (df=33)",5162.51041904834
2020-06-10,"Primera",101,"Cambio en spline",0.01062516188507
2020-06-10,"Primera",101,"Índice (día 1 = 100)",27572.3076923077
2020-06-11,"Primera",102,"Casos",4593
2020-06-11,"Primera",102,"Media móvil de 7 días",5166
2020-06-11,"Primera",102,"Spline (df=33)",5216.39910689281
2020-06-11,"Primera",102,"Cambio en spline",0.0104384656824383
2020-06-11,"Primera",102,"Índice (día 1 = 100)",27816.9230769231
2020-06-12,"Primera",103,"Casos",5382
2020-06-12,"Primera",103,"Media móvil de 7 días",5356.14285714286
2020-06-12,"Primera",103,"Spline (df=33)",5270.21689364387
2020-06-12,"Primera",103,"Cambio en spline",0.0103170377971944
2020-06-12,"Primera",103,"Índice (día 1 = 100)",28840.7692307692
2020-06-13,"Primera",104,"Casos",4754
2020-06-13,"Primera",104,"Media móvil de 7 días",5453
2020-06-13,"Primera",104,"Spline (df=33)",5324.28000993008
2020-06-13,"Primera",104,"Cambio en spline",0.0102582336509545
2020-06-13,"Primera",104,"Índice (día 1 = 100)",29362.3076923077
2020-06-14,"Primera",105,"Casos",4631
2020-06-14,"Primera",105,"Media móvil de 7 días",5209.42857142857
2020-06-14,"Primera",105,"Spline (df=33)",5378.90468637997
2020-06-14,"Primera",105,"Cambio en spline",0.0102595423884575
2020-06-14,"Primera",105,"Índice (día 1 = 100)",28050.7692307692
2020-06-15,"Primera",106,"Casos",7124
2020-06-15,"Primera",106,"Media móvil de 7 días",5359.57142857143
2020-06-15,"Primera",106,"Spline (df=33)",5434.4071536221
2020-06-15,"Primera",106,"Cambio en spline",0.0103185444766599
2020-06-15,"Primera",106,"Índice (día 1 = 100)",28859.2307692308
2020-06-16,"Primera",107,"Casos",5366
2020-06-16,"Primera",107,"Media móvil de 7 días",5409.57142857143
2020-06-16,"Primera",107,"Spline (df=33)",5491.103642285
2020-06-16,"Primera",107,"Cambio en spline",0.010432874655907
2020-06-16,"Primera",107,"Índice (día 1 = 100)",29128.4615384615
2020-06-17,"Primera",108,"Casos",4616
2020-06-17,"Primera",108,"Media móvil de 7 días",5804
2020-06-17,"Primera",108,"Spline (df=33)",5549.31038299723
2020-06-17,"Primera",108,"Cambio en spline",0.0106001897804288
2020-06-17,"Primera",108,"Índice (día 1 = 100)",31252.3076923077
2020-06-18,"Primera",109,"Casos",5644
2020-06-18,"Primera",109,"Media móvil de 7 días",5823
2020-06-18,"Primera",109,"Spline (df=33)",5609.34360638731
2020-06-18,"Primera",109,"Cambio en spline",0.0108181412187769
2020-06-18,"Primera",109,"Índice (día 1 = 100)",31354.6153846154
2020-06-19,"Primera",110,"Casos",5732
2020-06-19,"Primera",110,"Media móvil de 7 días",5675.14285714286
2020-06-19,"Primera",110,"Spline (df=33)",5671.51954308382
2020-06-19,"Primera",110,"Cambio en spline",0.0110843515853982
2020-06-19,"Primera",110,"Índice (día 1 = 100)",30558.4615384615
2020-06-20,"Primera",111,"Casos",7515
2020-06-20,"Primera",111,"Media móvil de 7 días",5659.85714285714
2020-06-20,"Primera",111,"Spline (df=33)",5736.15442371527
2020-06-20,"Primera",111,"Cambio en spline",0.0113963956467851
2020-06-20,"Primera",111,"Índice (día 1 = 100)",30476.1538461538
2020-06-21,"Primera",112,"Casos",4764
2020-06-21,"Primera",112,"Media móvil de 7 días",5745.71428571429
2020-06-21,"Primera",112,"Spline (df=33)",5803.56447891023
2020-06-21,"Primera",112,"Cambio en spline",0.0117517852929935
2020-06-21,"Primera",112,"Índice (día 1 = 100)",30938.4615384615
2020-06-22,"Primera",113,"Casos",6089
2020-06-22,"Primera",113,"Media móvil de 7 días",5833.42857142857
2020-06-22,"Primera",113,"Spline (df=33)",5874.06593929723
2020-06-22,"Primera",113,"Cambio en spline",0.0121479584905447
2020-06-22,"Primera",113,"Índice (día 1 = 100)",31410.7692307692
2020-06-23,"Primera",114,"Casos",5259
2020-06-23,"Primera",114,"Media móvil de 7 días",5983.85714285714
2020-06-23,"Primera",114,"Spline (df=33)",5947.80346883264
2020-06-23,"Primera",114,"Cambio en spline",0.0125530646569873
2020-06-23,"Primera",114,"Índice (día 1 = 100)",32220.7692307692
2020-06-24,"Primera",115,"Casos",5217
2020-06-24,"Primera",115,"Media móvil de 7 días",5666.85714285714
2020-06-24,"Primera",115,"Spline (df=33)",6024.23546478405
2020-06-24,"Primera",115,"Cambio en spline",0.0128504575431807
2020-06-24,"Primera",115,"Índice (día 1 = 100)",30513.8461538462
2020-06-25,"Primera",116,"Casos",6258
2020-06-25,"Primera",116,"Media móvil de 7 días",5894
2020-06-25,"Primera",116,"Spline (df=33)",6102.64875774691
2020-06-25,"Primera",116,"Cambio en spline",0.0130163061223686
2020-06-25,"Primera",116,"Índice (día 1 = 100)",31736.9230769231
2020-06-26,"Primera",117,"Casos",6785
2020-06-26,"Primera",117,"Media móvil de 7 días",5983
2020-06-26,"Primera",117,"Spline (df=33)",6182.33017831664
2020-06-26,"Primera",117,"Cambio en spline",0.0130568583794983
2020-06-26,"Primera",117,"Índice (día 1 = 100)",32216.1538461538
2020-06-27,"Primera",118,"Casos",5296
2020-06-27,"Primera",118,"Media móvil de 7 días",6191.14285714286
2020-06-27,"Primera",118,"Spline (df=33)",6262.56655708865
2020-06-27,"Primera",118,"Cambio en spline",0.0129783393086036
2020-06-27,"Primera",118,"Índice (día 1 = 100)",33336.9230769231
2020-06-28,"Primera",119,"Casos",6354
2020-06-28,"Primera",119,"Media móvil de 7 días",6681.85714285714
2020-06-28,"Primera",119,"Spline (df=33)",6342.64472465837
2020-06-28,"Primera",119,"Cambio en spline",0.0127867970487412
2020-06-28,"Primera",119,"Índice (día 1 = 100)",35979.2307692308
2020-06-29,"Primera",120,"Casos",6712
2020-06-29,"Primera",120,"Media móvil de 7 días",6691.57142857143
2020-06-29,"Primera",120,"Spline (df=33)",6421.85151162124
2020-06-29,"Primera",120,"Cambio en spline",0.0124879747173813
2020-06-29,"Primera",120,"Índice (día 1 = 100)",36031.5384615385
2020-06-30,"Primera",121,"Casos",6716
2020-06-30,"Primera",121,"Media móvil de 7 días",6689.28571428571
2020-06-30,"Primera",121,"Spline (df=33)",6499.47374857267
2020-06-30,"Primera",121,"Cambio en spline",0.012087205194789
2020-06-30,"Primera",121,"Índice (día 1 = 100)",36019.2307692308
2020-07-01,"Primera",122,"Casos",8652
2020-07-01,"Primera",122,"Media móvil de 7 días",6774.14285714286
2020-07-01,"Primera",122,"Spline (df=33)",6574.79826610809
2020-07-01,"Primera",122,"Cambio en spline",0.0115893256053174
2020-07-01,"Primera",122,"Índice (día 1 = 100)",36476.1538461538
2020-07-02,"Primera",123,"Casos",6326
2020-07-02,"Primera",123,"Media móvil de 7 días",6794.14285714286
2020-07-02,"Primera",123,"Spline (df=33)",6647.11189482293
2020-07-02,"Primera",123,"Cambio en spline",0.0109986079858297
2020-07-02,"Primera",123,"Índice (día 1 = 100)",36583.8461538461
2020-07-03,"Primera",124,"Casos",6769
2020-07-03,"Primera",124,"Media móvil de 7 días",6864
2020-07-03,"Primera",124,"Spline (df=33)",6715.70146531261
2020-07-03,"Primera",124,"Cambio en spline",0.0103187025545782
2020-07-03,"Primera",124,"Índice (día 1 = 100)",36960
2020-07-04,"Primera",125,"Casos",5890
2020-07-04,"Primera",125,"Media móvil de 7 días",6845.14285714286
2020-07-04,"Primera",125,"Spline (df=33)",6779.85380817254
2020-07-04,"Primera",125,"Cambio en spline",0.00955259002969293
2020-07-04,"Primera",125,"Índice (día 1 = 100)",36858.4615384615
2020-07-05,"Primera",126,"Casos",6494
2020-07-05,"Primera",126,"Media móvil de 7 días",6468.85714285714
2020-07-05,"Primera",126,"Spline (df=33)",6838.85575399818
2020-07-05,"Primera",126,"Cambio en spline",0.00870253953772708
2020-07-05,"Primera",126,"Índice (día 1 = 100)",34832.3076923077
2020-07-06,"Primera",127,"Casos",7201
2020-07-06,"Primera",127,"Media móvil de 7 días",6447.42857142857
2020-07-06,"Primera",127,"Spline (df=33)",6891.99413338492
2020-07-06,"Primera",127,"Cambio en spline",0.00777006875100111
2020-07-06,"Primera",127,"Índice (día 1 = 100)",34716.9230769231
2020-07-07,"Primera",128,"Casos",6584
2020-07-07,"Primera",128,"Media móvil de 7 días",6839.28571428571
2020-07-07,"Primera",128,"Spline (df=33)",6938.55577692821
2020-07-07,"Primera",128,"Cambio en spline",0.0067559029566989
2020-07-07,"Primera",128,"Índice (día 1 = 100)",36826.9230769231
2020-07-08,"Primera",129,"Casos",6018
2020-07-08,"Primera",129,"Media móvil de 7 días",6865
2020-07-08,"Primera",129,"Spline (df=33)",6977.82751522346
2020-07-08,"Primera",129,"Cambio en spline",0.00565992975452272
2020-07-08,"Primera",129,"Índice (día 1 = 100)",36965.3846153846
2020-07-09,"Primera",130,"Casos",6176
2020-07-09,"Primera",130,"Media móvil de 7 días",6845
2020-07-09,"Primera",130,"Spline (df=33)",7009.23947439247
2020-07-09,"Primera",130,"Cambio en spline",0.004501681805759
2020-07-09,"Primera",130,"Índice (día 1 = 100)",36857.6923076923
2020-07-10,"Primera",131,"Casos",9512
2020-07-10,"Primera",131,"Media móvil de 7 días",6915.71428571429
2020-07-10,"Primera",131,"Spline (df=33)",7032.79496266248
2020-07-10,"Primera",131,"Cambio en spline",0.00336063396836018
2020-07-10,"Primera",131,"Índice (día 1 = 100)",37238.4615384615
2020-07-11,"Primera",132,"Casos",6070
2020-07-11,"Primera",132,"Media móvil de 7 días",6896.85714285714
2020-07-11,"Primera",132,"Spline (df=33)",7048.64058378712
2020-07-11,"Primera",132,"Cambio en spline",0.00225310437866688
2020-07-11,"Primera",132,"Índice (día 1 = 100)",37136.9230769231
2020-07-12,"Primera",133,"Casos",6354
2020-07-12,"Primera",133,"Media móvil de 7 días",7196
2020-07-12,"Primera",133,"Spline (df=33)",7056.92294152
2020-07-12,"Primera",133,"Cambio en spline",0.00117502909028066
2020-07-12,"Primera",133,"Índice (día 1 = 100)",38747.6923076923
2020-07-13,"Primera",134,"Casos",7696
2020-07-13,"Primera",134,"Media móvil de 7 días",7239.57142857143
2020-07-13,"Primera",134,"Spline (df=33)",7057.78863961475
2020-07-13,"Primera",134,"Cambio en spline",0.000122673593280887
2020-07-13,"Primera",134,"Índice (día 1 = 100)",38982.3076923077
2020-07-14,"Primera",135,"Casos",6452
2020-07-14,"Primera",135,"Media móvil de 7 días",6913.57142857143
2020-07-14,"Primera",135,"Spline (df=33)",7051.38428182497
2020-07-14,"Primera",135,"Cambio en spline",-0.000907417056077887
2020-07-14,"Primera",135,"Índice (día 1 = 100)",37226.9230769231
2020-07-15,"Primera",136,"Casos",8112
2020-07-15,"Primera",136,"Media móvil de 7 días",7076.85714285714
2020-07-15,"Primera",136,"Spline (df=33)",7037.85647190428
2020-07-15,"Primera",136,"Cambio en spline",-0.00191846159279027
2020-07-15,"Primera",136,"Índice (día 1 = 100)",38106.1538461538
2020-07-16,"Primera",137,"Casos",6481
2020-07-16,"Primera",137,"Media móvil de 7 días",7092.71428571429
2020-07-16,"Primera",137,"Spline (df=33)",7017.35181360631
2020-07-16,"Primera",137,"Cambio en spline",-0.0029134806002121
2020-07-16,"Primera",137,"Índice (día 1 = 100)",38191.5384615385
2020-07-17,"Primera",138,"Casos",7230
2020-07-17,"Primera",138,"Media móvil de 7 días",7405.28571428571
2020-07-17,"Primera",138,"Spline (df=33)",6990.01691068467
2020-07-17,"Primera",138,"Cambio en spline",-0.00389533026812771
2020-07-17,"Primera",138,"Índice (día 1 = 100)",39874.6153846154
2020-07-18,"Primera",139,"Casos",7213
2020-07-18,"Primera",139,"Media móvil de 7 días",7347.57142857143
2020-07-18,"Primera",139,"Spline (df=33)",6955.99836689297
2020-07-18,"Primera",139,"Cambio en spline",-0.0048667326883995
2020-07-18,"Primera",139,"Índice (día 1 = 100)",39563.8461538461
2020-07-19,"Primera",140,"Casos",6465
2020-07-19,"Primera",140,"Media móvil de 7 días",7037.71428571429
2020-07-19,"Primera",140,"Spline (df=33)",6915.44278598485
2020-07-19,"Primera",140,"Cambio en spline",-0.00583030339701515
2020-07-19,"Primera",140,"Índice (día 1 = 100)",37895.3846153846
2020-07-20,"Primera",141,"Casos",9884
2020-07-20,"Primera",141,"Media móvil de 7 días",6951.71428571429
2020-07-20,"Primera",141,"Spline (df=33)",6868.4967717139
2020-07-20,"Primera",141,"Cambio en spline",-0.00678857677285521
2020-07-20,"Primera",141,"Índice (día 1 = 100)",37432.3076923077
2020-07-21,"Primera",142,"Casos",6048
2020-07-21,"Primera",142,"Media móvil de 7 días",6832.14285714286
2020-07-21,"Primera",142,"Spline (df=33)",6815.30692783375
2020-07-21,"Primera",142,"Cambio en spline",-0.0077440298289423
2020-07-21,"Primera",142,"Índice (día 1 = 100)",36788.4615384615
2020-07-22,"Primera",143,"Casos",5943
2020-07-22,"Primera",143,"Media móvil de 7 días",6869.85714285714
2020-07-22,"Primera",143,"Spline (df=33)",6756.01985809803
2020-07-22,"Primera",143,"Cambio en spline",-0.00869910487722846
2020-07-22,"Primera",143,"Índice (día 1 = 100)",36991.5384615385
2020-07-23,"Primera",144,"Casos",5879
2020-07-23,"Primera",144,"Media móvil de 7 días",6759.57142857143
2020-07-23,"Primera",144,"Spline (df=33)",6690.78216626033
2020-07-23,"Primera",144,"Cambio en spline",-0.00965623151025772
2020-07-23,"Primera",144,"Índice (día 1 = 100)",36397.6923076923
2020-07-24,"Primera",145,"Casos",6393
2020-07-24,"Primera",145,"Media móvil de 7 días",6396
2020-07-24,"Primera",145,"Spline (df=33)",6619.74045607429
2020-07-24,"Primera",145,"Cambio en spline",-0.0106178483203778
2020-07-24,"Primera",145,"Índice (día 1 = 100)",34440
2020-07-25,"Primera",146,"Casos",7477
2020-07-25,"Primera",146,"Media móvil de 7 días",6390
2020-07-25,"Primera",146,"Spline (df=33)",6543.19324475685
2020-07-25,"Primera",146,"Cambio en spline",-0.011563476215628
2020-07-25,"Primera",146,"Índice (día 1 = 100)",34407.6923076923
2020-07-26,"Primera",147,"Casos",5693
2020-07-26,"Primera",147,"Media móvil de 7 días",6280.57142857143
2020-07-26,"Primera",147,"Spline (df=33)",6462.04670337824
2020-07-26,"Primera",147,"Cambio en spline",-0.0124016727526164
2020-07-26,"Primera",147,"Índice (día 1 = 100)",33818.4615384615
2020-07-27,"Primera",148,"Casos",7339
2020-07-27,"Primera",148,"Media móvil de 7 días",6199
2020-07-27,"Primera",148,"Spline (df=33)",6377.35891647205
2020-07-27,"Primera",148,"Cambio en spline",-0.0131054123861287
2020-07-27,"Primera",148,"Índice (día 1 = 100)",33379.2307692308
2020-07-28,"Primera",149,"Casos",6006
2020-07-28,"Primera",149,"Media móvil de 7 días",6084.71428571429
2020-07-28,"Primera",149,"Spline (df=33)",6290.18796857183
2020-07-28,"Primera",149,"Cambio en spline",-0.0136688163614347
2020-07-28,"Primera",149,"Índice (día 1 = 100)",32763.8461538461
2020-07-29,"Primera",150,"Casos",5177
2020-07-29,"Primera",150,"Media móvil de 7 días",6200.42857142857
2020-07-29,"Primera",150,"Spline (df=33)",6201.59194421117
2020-07-29,"Primera",150,"Cambio en spline",-0.014084797593224
2020-07-29,"Primera",150,"Índice (día 1 = 100)",33386.9230769231
2020-07-30,"Primera",151,"Casos",5308
2020-07-30,"Primera",151,"Media móvil de 7 días",6140.42857142857
2020-07-30,"Primera",151,"Spline (df=33)",6112.62892792362
2020-07-30,"Primera",151,"Cambio en spline",-0.0143451902491889
2020-07-30,"Primera",151,"Índice (día 1 = 100)",33063.8461538461
2020-07-31,"Primera",152,"Casos",5593
2020-07-31,"Primera",152,"Media móvil de 7 días",5997.42857142857
2020-07-31,"Primera",152,"Spline (df=33)",6024.35700424276
2020-07-31,"Primera",152,"Cambio en spline",-0.0144409099131826
2020-07-31,"Primera",152,"Índice (día 1 = 100)",32293.8461538462
2020-08-01,"Primera",153,"Casos",8287
2020-08-01,"Primera",153,"Media móvil de 7 días",5842.28571428571
2020-08-01,"Primera",153,"Spline (df=33)",5937.83425770216
2020-08-01,"Primera",153,"Cambio en spline",-0.0143621545800924
2020-08-01,"Primera",153,"Índice (día 1 = 100)",31458.4615384615
2020-08-02,"Primera",154,"Casos",5273
2020-08-02,"Primera",154,"Media móvil de 7 días",5912.14285714286
2020-08-02,"Primera",154,"Spline (df=33)",5854.11877283539
2020-08-02,"Primera",154,"Cambio en spline",-0.0140986563843844
2020-08-02,"Primera",154,"Índice (día 1 = 100)",31834.6153846154
2020-08-03,"Primera",155,"Casos",6338
2020-08-03,"Primera",155,"Media móvil de 7 días",5853.28571428571
2020-08-03,"Primera",155,"Spline (df=33)",5774.26863417602
2020-08-03,"Primera",155,"Cambio en spline",-0.0136399929276965
2020-08-03,"Primera",155,"Índice (día 1 = 100)",31517.6923076923
2020-08-04,"Primera",156,"Casos",4920
2020-08-04,"Primera",156,"Media móvil de 7 días",5824.42857142857
2020-08-04,"Primera",156,"Spline (df=33)",5699.34192625762
2020-08-04,"Primera",156,"Cambio en spline",-0.0129759650382274
2020-08-04,"Primera",156,"Índice (día 1 = 100)",31362.3076923077
2020-08-05,"Primera",157,"Casos",5666
2020-08-05,"Primera",157,"Media móvil de 7 días",5440.71428571429
2020-08-05,"Primera",157,"Spline (df=33)",5630.39673361376
2020-08-05,"Primera",157,"Cambio en spline",-0.0120970444545928
2020-08-05,"Primera",157,"Índice (día 1 = 100)",29296.1538461538
2020-08-06,"Primera",158,"Casos",4896
2020-08-06,"Primera",158,"Media móvil de 7 días",5352
2020-08-06,"Primera",158,"Spline (df=33)",5568.49114077801
2020-08-06,"Primera",158,"Cambio en spline",-0.0109948900165726
2020-08-06,"Primera",158,"Índice (día 1 = 100)",28818.4615384615
2020-08-07,"Primera",159,"Casos",5391
2020-08-07,"Primera",159,"Media móvil de 7 días",5571.14285714286
2020-08-07,"Primera",159,"Spline (df=33)",5514.68323228393
2020-08-07,"Primera",159,"Cambio en spline",-0.00966292432433622
2020-08-07,"Primera",159,"Índice (día 1 = 100)",29998.4615384615
2020-08-08,"Primera",160,"Casos",5601
2020-08-08,"Primera",160,"Media móvil de 7 días",5568.28571428571
2020-08-08,"Primera",160,"Spline (df=33)",5470.03109266511
2020-08-08,"Primera",160,"Cambio en spline",-0.00809695457346033
2020-08-08,"Primera",160,"Índice (día 1 = 100)",29983.0769230769
2020-08-09,"Primera",161,"Casos",4652
2020-08-09,"Primera",161,"Media móvil de 7 días",5461
2020-08-09,"Primera",161,"Spline (df=33)",5435.5928064551
2020-08-09,"Primera",161,"Cambio en spline",-0.00629581178362723
2020-08-09,"Primera",161,"Índice (día 1 = 100)",29405.3846153846
2020-08-10,"Primera",162,"Casos",7872
2020-08-10,"Primera",162,"Media móvil de 7 días",5447.71428571429
2020-08-10,"Primera",162,"Spline (df=33)",5412.0301376404
2020-08-10,"Primera",162,"Cambio en spline",-0.00433488483293154
2020-08-10,"Primera",162,"Índice (día 1 = 100)",29333.8461538461
2020-08-11,"Primera",163,"Casos",4900
2020-08-11,"Primera",163,"Media móvil de 7 días",5463.57142857143
2020-08-11,"Primera",163,"Spline (df=33)",5398.41956801922
2020-08-11,"Primera",163,"Cambio en spline",-0.00251487321301498
2020-08-11,"Primera",163,"Índice (día 1 = 100)",29419.2307692308
2020-08-12,"Primera",164,"Casos",4915
2020-08-12,"Primera",164,"Media móvil de 7 días",5517.57142857143
2020-08-12,"Primera",164,"Spline (df=33)",5393.44125884268
2020-08-12,"Primera",164,"Cambio en spline",-0.000922179003283498
2020-08-12,"Primera",164,"Índice (día 1 = 100)",29710
2020-08-13,"Primera",165,"Casos",4803
2020-08-13,"Primera",165,"Media móvil de 7 días",5520.71428571429
2020-08-13,"Primera",165,"Spline (df=33)",5395.7753713619
2020-08-13,"Primera",165,"Cambio en spline",0.000432768692046703
2020-08-13,"Primera",165,"Índice (día 1 = 100)",29726.9230769231
2020-08-14,"Primera",166,"Casos",5502
2020-08-14,"Primera",166,"Media móvil de 7 días",5224.85714285714
2020-08-14,"Primera",166,"Spline (df=33)",5404.10206682801
2020-08-14,"Primera",166,"Cambio en spline",0.00154318793741889
2020-08-14,"Primera",166,"Índice (día 1 = 100)",28133.8461538462
2020-08-15,"Primera",167,"Casos",5979
2020-08-15,"Primera",167,"Media móvil de 7 días",5353.28571428571
2020-08-15,"Primera",167,"Spline (df=33)",5417.10150649213
2020-08-15,"Primera",167,"Cambio en spline",0.00240547634063296
2020-08-15,"Primera",167,"Índice (día 1 = 100)",28825.3846153846
2020-08-16,"Primera",168,"Casos",4674
2020-08-16,"Primera",168,"Media móvil de 7 días",5333.71428571429
2020-08-16,"Primera",168,"Spline (df=33)",5433.45385160539
2020-08-16,"Primera",168,"Cambio en spline",0.00301865215072327
2020-08-16,"Primera",168,"Índice (día 1 = 100)",28720
2020-08-17,"Primera",169,"Casos",5801
2020-08-17,"Primera",169,"Media móvil de 7 días",5722
2020-08-17,"Primera",169,"Spline (df=33)",5451.83926341891
2020-08-17,"Primera",169,"Cambio en spline",0.00338374306944528
2020-08-17,"Primera",169,"Índice (día 1 = 100)",30810.7692307692
2020-08-18,"Primera",170,"Casos",5799
2020-08-18,"Primera",170,"Media móvil de 7 días",5682.14285714286
2020-08-18,"Primera",170,"Spline (df=33)",5470.93790318382
2020-08-18,"Primera",170,"Cambio en spline",0.00350315532834188
2020-08-18,"Primera",170,"Índice (día 1 = 100)",30596.1538461538
2020-08-19,"Primera",171,"Casos",4778
2020-08-19,"Primera",171,"Media móvil de 7 días",5531.42857142857
2020-08-19,"Primera",171,"Spline (df=33)",5489.42993215124
2020-08-19,"Primera",171,"Cambio en spline",0.0033800473144942
2020-08-19,"Primera",171,"Índice (día 1 = 100)",29784.6153846154
2020-08-20,"Primera",172,"Casos",7521
2020-08-20,"Primera",172,"Media móvil de 7 días",5518.85714285714
2020-08-20,"Primera",172,"Spline (df=33)",5505.9955115723
2020-08-20,"Primera",172,"Cambio en spline",0.00301772308341839
2020-08-20,"Primera",172,"Índice (día 1 = 100)",29716.9230769231
2020-08-21,"Primera",173,"Casos",5223
2020-08-21,"Primera",173,"Media móvil de 7 días",5546.57142857143
2020-08-21,"Primera",173,"Spline (df=33)",5519.31480269812
2020-08-21,"Primera",173,"Cambio en spline",0.0024190523035891
2020-08-21,"Primera",173,"Índice (día 1 = 100)",29866.1538461538
2020-08-22,"Primera",174,"Casos",4924
2020-08-22,"Primera",174,"Media móvil de 7 días",5555.85714285714
2020-08-22,"Primera",174,"Spline (df=33)",5528.06796677983
2020-08-22,"Primera",174,"Cambio en spline",0.00158591499028643
2020-08-22,"Primera",174,"Índice (día 1 = 100)",29916.1538461538
2020-08-23,"Primera",175,"Casos",4586
2020-08-23,"Primera",175,"Media móvil de 7 días",5575.14285714286
2020-08-23,"Primera",175,"Spline (df=33)",5530.93516506855
2020-08-23,"Primera",175,"Cambio en spline",0.0005186619097216
2020-08-23,"Primera",175,"Índice (día 1 = 100)",30020
2020-08-24,"Primera",176,"Casos",5995
2020-08-24,"Primera",176,"Media móvil de 7 días",5211
2020-08-24,"Primera",176,"Spline (df=33)",5526.59655881541
2020-08-24,"Primera",176,"Cambio en spline",-0.000784425440482822
2020-08-24,"Primera",176,"Índice (día 1 = 100)",28059.2307692308
2020-08-25,"Primera",177,"Casos",5864
2020-08-25,"Primera",177,"Media móvil de 7 días",5358.85714285714
2020-08-25,"Primera",177,"Spline (df=33)",5513.73230927153
2020-08-25,"Primera",177,"Cambio en spline",-0.00232769832336689
2020-08-25,"Primera",177,"Índice (día 1 = 100)",28855.3846153846
2020-08-26,"Primera",178,"Casos",4913
2020-08-26,"Primera",178,"Media móvil de 7 días",5293.28571428571
2020-08-26,"Primera",178,"Spline (df=33)",5491.40527769713
2020-08-26,"Primera",178,"Cambio en spline",-0.00404934993613199
2020-08-26,"Primera",178,"Índice (día 1 = 100)",28502.3076923077
2020-08-27,"Primera",179,"Casos",4972
2020-08-27,"Primera",179,"Media móvil de 7 días",5341.85714285714
2020-08-27,"Primera",179,"Spline (df=33)",5460.20912538881
2020-08-27,"Primera",179,"Cambio en spline",-0.00568090511094071
2020-08-27,"Primera",179,"Índice (día 1 = 100)",28763.8461538462
2020-08-28,"Primera",180,"Casos",6258
2020-08-28,"Primera",180,"Media móvil de 7 días",5301.57142857143
2020-08-28,"Primera",180,"Spline (df=33)",5421.12021365228
2020-08-28,"Primera",180,"Cambio en spline",-0.00715886714938858
2020-08-28,"Primera",180,"Índice (día 1 = 100)",28546.9230769231
2020-08-29,"Primera",181,"Casos",4465
2020-08-29,"Primera",181,"Media móvil de 7 días",5494.57142857143
2020-08-29,"Primera",181,"Spline (df=33)",5375.11490379321
2020-08-29,"Primera",181,"Cambio en spline",-0.0084863105863636
